SOURCE	TARGET	WEIGHT	WEIGHT*100000
extraordinaire	convoquée	2.32E-07	0.02316759
extraordinaire	tenue	2.32E-07	0.02316759
extraordinaires	pourront	2.32E-07	0.02316759
extrémité	à	2.32E-07	0.02316759
extrême	bienveillance	2.32E-07	0.02316759
extrême	bonté	2.32E-07	0.02316759
extrême	circonspection	2.32E-07	0.02316759
extrême	gravité	2.32E-07	0.02316759
extrême	lenteur	2.32E-07	0.02316759
extrême	outsider	2.32E-07	0.02316759
extrême	où	2.32E-07	0.02316759
extrême	surprise	2.32E-07	0.02316759
extrême	vivacité	2.32E-07	0.02316759
extrêmement	curieux	2.32E-07	0.02316759
extrêmement	facile	2.32E-07	0.02316759
extrêmement	faibles	2.32E-07	0.02316759
extrêmement	probable	2.32E-07	0.02316759
extrêmement	rares	2.32E-07	0.02316759
extrêmement	riche	2.32E-07	0.02316759
extrêmement	simple	2.32E-07	0.02316759
extrêmement	surpris	2.32E-07	0.02316759
extrêmes	nés	2.32E-07	0.02316759
extrêmes	vif	2.32E-07	0.02316759
extrêmes	étaient	2.32E-07	0.02316759
extérieure	do	2.32E-07	0.02316759
extérieure	dominâtes	2.32E-07	0.02316759
extérieure	hio	2.32E-07	0.02316759
extérieure	itio	2.32E-07	0.02316759
extérieure	juin	2.32E-07	0.02316759
extérieure	kio	2.32E-07	0.02316759
extérieure	ottomane	2.32E-07	0.02316759
exécute	à	2.32E-07	0.02316759
exécuter	désormais	2.32E-07	0.02316759
exécutif	nommé	2.32E-07	0.02316759
exécutif	provincial	2.32E-07	0.02316759
exécution	était	2.32E-07	0.02316759
exécutoires	à	2.32E-07	0.02316759
eyraud	après	2.32E-07	0.02316759
eyraud	gabrielle	2.32E-07	0.02316759
eyraud	seul	2.32E-07	0.02316759
ezza	eau	2.32E-07	0.02316759
eût	appartenu	2.32E-07	0.02316759
eût	atteint	2.32E-07	0.02316759
eût	commis	2.32E-07	0.02316759
eût	connu	2.32E-07	0.02316759
eût	cru	2.32E-07	0.02316759
eût	désiré	2.32E-07	0.02316759
eût	examiné	2.32E-07	0.02316759
eût	là	2.32E-07	0.02316759
eût	mandé	2.32E-07	0.02316759
eût	ouvert	2.32E-07	0.02316759
eût	porté	2.32E-07	0.02316759
eût	produit	2.32E-07	0.02316759
eût	prononcé	2.32E-07	0.02316759
eût	prédit	2.32E-07	0.02316759
eût	prévalu	2.32E-07	0.02316759
eût	rencontré	2.32E-07	0.02316759
eût	très	2.32E-07	0.02316759
eût	volontiers	2.32E-07	0.02316759
eût	voté	2.32E-07	0.02316759
eût	éprouvé	2.32E-07	0.02316759
fa	amp	2.32E-07	0.02316759
fa	compagnie	2.32E-07	0.02316759
fa	dièse	2.32E-07	0.02316759
fa	jeunesse	2.32E-07	0.02316759
fa	mineur	2.32E-07	0.02316759
fa	réunion	2.32E-07	0.02316759
fa	sol	2.32E-07	0.02316759
fabis	prix	2.32E-07	0.02316759
fable	à	2.32E-07	0.02316759
fabre	ancien	2.32E-07	0.02316759
fabricant	à	2.32E-07	0.02316759
fabrication	carbonique	2.32E-07	0.02316759
fabrication	ecrire	2.32E-07	0.02316759
fabrioue	juin	2.32E-07	0.02316759
fabrique	allemande	2.32E-07	0.02316759
fabrique	hongroise	2.32E-07	0.02316759
fabrique	où	2.32E-07	0.02316759
fabrique	rue	2.32E-07	0.02316759
fabrique	suit	2.32E-07	0.02316759
fabriquent	annuellement	2.32E-07	0.02316759
fabriqué	à	2.32E-07	0.02316759
fabriquées	vichy	2.32E-07	0.02316759
fabriqués	lt	2.32E-07	0.02316759
fabrègues	régnier	2.32E-07	0.02316759
face	adversaire	2.32E-07	0.02316759
face	camuse	2.32E-07	0.02316759
face	large	2.32E-07	0.02316759
face	opposée	2.32E-07	0.02316759
face	où	2.32E-07	0.02316759
face	tournée	2.32E-07	0.02316759
facile	cheval	2.32E-07	0.02316759
facile	disponible	2.32E-07	0.02316759
facile	grâce	2.32E-07	0.02316759
facile	net	2.32E-07	0.02316759
facile	étant	2.32E-07	0.02316759
facilement	compte	2.32E-07	0.02316759
facilement	faire	2.32E-07	0.02316759
facilement	maintenu	2.32E-07	0.02316759
facilement	obtenu	2.32E-07	0.02316759
facilement	raison	2.32E-07	0.02316759
facilitera	beaucoup	2.32E-07	0.02316759
facilités	denis	2.32E-07	0.02316759
facilités	données	2.32E-07	0.02316759
facilités	désirables	2.32E-07	0.02316759
facilités	offertes	2.32E-07	0.02316759
facteur	nouveau	2.32E-07	0.02316759
facteur	à	2.32E-07	0.02316759
facteurs	importants	2.32E-07	0.02316759
faction	boulangiste	2.32E-07	0.02316759
factions	cpt	2.32E-07	0.02316759
factorerie	cyprien	2.32E-07	0.02316759
facture	dûment	2.32E-07	0.02316759
faculté	accordée	2.32E-07	0.02316759
faculté	da	2.32E-07	0.02316759
faculté	directement	2.32E-07	0.02316759
faculté	ds	2.32E-07	0.02316759
faculté	lt	2.32E-07	0.02316759
faculté	où	2.32E-07	0.02316759
facultés	dispersées	2.32E-07	0.02316759
facultés	humaines	2.32E-07	0.02316759
facultés	isolées	2.32E-07	0.02316759
facultés	mixtes	2.32E-07	0.02316759
facultés	sent	2.32E-07	0.02316759
faible	crue	2.32E-07	0.02316759
faible	do	2.32E-07	0.02316759
faible	intensité	2.32E-07	0.02316759
faible	intérêt	2.32E-07	0.02316759
faible	mortalité	2.32E-07	0.02316759
faible	même	2.32E-07	0.02316759
faible	notamment	2.32E-07	0.02316759
faible	part	2.32E-07	0.02316759
faible	pression	2.32E-07	0.02316759
faible	proportion	2.32E-07	0.02316759
faible	somme	2.32E-07	0.02316759
faible	écart	2.32E-07	0.02316759
faibles	couvre	2.32E-07	0.02316759
faibles	excepté	2.32E-07	0.02316759
faibles	majorités	2.32E-07	0.02316759
faibles	maximum	2.32E-07	0.02316759
faibles	même	2.32E-07	0.02316759
faibles	neiges	2.32E-07	0.02316759
faibles	notamment	2.32E-07	0.02316759
faiblesse	humaine	2.32E-07	0.02316759
faiblesse	relative	2.32E-07	0.02316759
faiblesse	survenue	2.32E-07	0.02316759
faille	chercher	2.32E-07	0.02316759
faille	mettre	2.32E-07	0.02316759
faillet	demande	2.32E-07	0.02316759
failli	amener	2.32E-07	0.02316759
failli	devenir	2.32E-07	0.02316759
failli	périr	2.32E-07	0.02316759
failli	tomber	2.32E-07	0.02316759
faillit	jugements	2.32E-07	0.02316759
faillit	payer	2.32E-07	0.02316759
faillite	bex	2.32E-07	0.02316759
fair	trade	2.32E-07	0.02316759
faire	accueil	2.32E-07	0.02316759
faire	acheter	2.32E-07	0.02316759
faire	achever	2.32E-07	0.02316759
faire	actuellement	2.32E-07	0.02316759
faire	adresser	2.32E-07	0.02316759
faire	affluer	2.32E-07	0.02316759
faire	amener	2.32E-07	0.02316759
faire	apport	2.32E-07	0.02316759
faire	assaut	2.32E-07	0.02316759
faire	asseoir	2.32E-07	0.02316759
faire	autoriser	2.32E-07	0.02316759
faire	avoir	2.32E-07	0.02316759
faire	ber	2.32E-07	0.02316759
faire	borras	2.32E-07	0.02316759
faire	cer	2.32E-07	0.02316759
faire	chauffer	2.32E-07	0.02316759
faire	cier	2.32E-07	0.02316759
faire	citer	2.32E-07	0.02316759
faire	conclure	2.32E-07	0.02316759
faire	concorder	2.32E-07	0.02316759
faire	connaltre	2.32E-07	0.02316759
faire	cortège	2.32E-07	0.02316759
faire	cune	2.32E-07	0.02316759
faire	damner	2.32E-07	0.02316759
faire	demanda	2.32E-07	0.02316759
faire	dimanche	2.32E-07	0.02316759
faire	décider	2.32E-07	0.02316759
faire	déposer	2.32E-07	0.02316759
faire	désinfecter	2.32E-07	0.02316759
faire	désirer	2.32E-07	0.02316759
faire	déterminer	2.32E-07	0.02316759
faire	embrasser	2.32E-07	0.02316759
faire	encourir	2.32E-07	0.02316759
faire	enregistrer	2.32E-07	0.02316759
faire	envie	2.32E-07	0.02316759
faire	escale	2.32E-07	0.02316759
faire	examen	2.32E-07	0.02316759
faire	exception	2.32E-07	0.02316759
faire	explosion	2.32E-07	0.02316759
faire	expulser	2.32E-07	0.02316759
faire	expérimenter	2.32E-07	0.02316759
faire	fausse	2.32E-07	0.02316759
faire	fiter	2.32E-07	0.02316759
faire	front	2.32E-07	0.02316759
faire	fête	2.32E-07	0.02316759
faire	général	2.32E-07	0.02316759
faire	honte	2.32E-07	0.02316759
faire	instruire	2.32E-07	0.02316759
faire	interner	2.32E-07	0.02316759
faire	interroger	2.32E-07	0.02316759
faire	irruption	2.32E-07	0.02316759
faire	lt	2.32E-07	0.02316759
faire	machine	2.32E-07	0.02316759
faire	manière	2.32E-07	0.02316759
faire	manœuvrer	2.32E-07	0.02316759
faire	mlle	2.32E-07	0.02316759
faire	mme	2.32E-07	0.02316759
faire	naviguer	2.32E-07	0.02316759
faire	nettement	2.32E-07	0.02316759
faire	nouvelle	2.32E-07	0.02316759
faire	occuper	2.32E-07	0.02316759
faire	office	2.32E-07	0.02316759
faire	offrir	2.32E-07	0.02316759
faire	ordonner	2.32E-07	0.02316759
faire	parade	2.32E-07	0.02316759
faire	parcourir	2.32E-07	0.02316759
faire	pencher	2.32E-07	0.02316759
faire	plier	2.32E-07	0.02316759
faire	pratiquer	2.32E-07	0.02316759
faire	prochainement	2.32E-07	0.02316759
faire	projet	2.32E-07	0.02316759
faire	proposition	2.32E-07	0.02316759
faire	protéger	2.32E-07	0.02316759
faire	préalablement	2.32E-07	0.02316759
faire	prédominer	2.32E-07	0.02316759
faire	présager	2.32E-07	0.02316759
faire	présent	2.32E-07	0.02316759
faire	publiquement	2.32E-07	0.02316759
faire	pénitence	2.32E-07	0.02316759
faire	périr	2.32E-07	0.02316759
faire	raconter	2.32E-07	0.02316759
faire	rapidement	2.32E-07	0.02316759
faire	recommencer	2.32E-07	0.02316759
faire	rectifier	2.32E-07	0.02316759
faire	relever	2.32E-07	0.02316759
faire	reprendre	2.32E-07	0.02316759
faire	respirer	2.32E-07	0.02316759
faire	restituer	2.32E-07	0.02316759
faire	retrouver	2.32E-07	0.02316759
faire	reviser	2.32E-07	0.02316759
faire	rougir	2.32E-07	0.02316759
faire	rouvrir	2.32E-07	0.02316759
faire	réaliser	2.32E-07	0.02316759
faire	régulariser	2.32E-07	0.02316759
faire	révoquer	2.32E-07	0.02316759
faire	sensation	2.32E-07	0.02316759
faire	souche	2.32E-07	0.02316759
faire	struire	2.32E-07	0.02316759
faire	suspecter	2.32E-07	0.02316759
faire	tager	2.32E-07	0.02316759
faire	timbrer	2.32E-07	0.02316759
faire	trembler	2.32E-07	0.02316759
faire	tête	2.32E-07	0.02316759
faire	va	2.32E-07	0.02316759
faire	veut	2.32E-07	0.02316759
faire	voyons	2.32E-07	0.02316759
faire	ça	2.32E-07	0.02316759
faire	écrire	2.32E-07	0.02316759
faire	élever	2.32E-07	0.02316759
faire	évanouir	2.32E-07	0.02316759
faires	soumises	2.32E-07	0.02316759
fais	actuellement	2.32E-07	0.02316759
fais	remarquer	2.32E-07	0.02316759
faisaient	appel	2.32E-07	0.02316759
faisaient	assaut	2.32E-07	0.02316759
faisaient	courir	2.32E-07	0.02316759
faisaient	donner	2.32E-07	0.02316759
faisaient	éclater	2.32E-07	0.02316759
faisais	allusion	2.32E-07	0.02316759
faisais	remarquer	2.32E-07	0.02316759
faisait	accepter	2.32E-07	0.02316759
faisait	acheter	2.32E-07	0.02316759
faisait	aimer	2.32E-07	0.02316759
faisait	beau	2.32E-07	0.02316759
faisait	bientôt	2.32E-07	0.02316759
faisait	chaud	2.32E-07	0.02316759
faisait	craindre	2.32E-07	0.02316759
faisait	croire	2.32E-07	0.02316759
faisait	enlever	2.32E-07	0.02316759
faisait	faire	2.32E-07	0.02316759
faisait	grâce	2.32E-07	0.02316759
faisait	halte	2.32E-07	0.02316759
faisait	horreur	2.32E-07	0.02316759
faisait	mettre	2.32E-07	0.02316759
faisait	partir	2.32E-07	0.02316759
faisait	poser	2.32E-07	0.02316759
faisait	pressentir	2.32E-07	0.02316759
faisait	publier	2.32E-07	0.02316759
faisait	rage	2.32E-07	0.02316759
faisait	route	2.32E-07	0.02316759
faisait	semblant	2.32E-07	0.02316759
faisait	servir	2.32E-07	0.02316759
faisait	souvent	2.32E-07	0.02316759
faisait	subir	2.32E-07	0.02316759
faisait	tirer	2.32E-07	0.02316759
faisait	trembler	2.32E-07	0.02316759
faisait	trouver	2.32E-07	0.02316759
faisait	également	2.32E-07	0.02316759
faisanderie	près	2.32E-07	0.02316759
faisanderie	à	2.32E-07	0.02316759
faisant	agir	2.32E-07	0.02316759
faisant	après	2.32E-07	0.02316759
faisant	concurrence	2.32E-07	0.02316759
faisant	contraste	2.32E-07	0.02316759
faisant	dre	2.32E-07	0.02316759
faisant	déjà	2.32E-07	0.02316759
faisant	faire	2.32E-07	0.02316759
faisant	flotter	2.32E-07	0.02316759
faisant	inscrire	2.32E-07	0.02316759
faisant	ment	2.32E-07	0.02316759
faisant	miroiter	2.32E-07	0.02316759
faisant	monter	2.32E-07	0.02316759
faisant	naturellement	2.32E-07	0.02316759
faisant	paraître	2.32E-07	0.02316759
faisant	payer	2.32E-07	0.02316759
faisant	point	2.32E-07	0.02316759
faisant	profession	2.32E-07	0.02316759
faisant	précéder	2.32E-07	0.02316759
faisant	revivre	2.32E-07	0.02316759
faisant	tomber	2.32E-07	0.02316759
faisant	toucher	2.32E-07	0.02316759
faisant	tours	2.32E-07	0.02316759
faisant	transporter	2.32E-07	0.02316759
faisant	trer	2.32E-07	0.02316759
faisant	trêve	2.32E-07	0.02316759
faisant	varier	2.32E-07	0.02316759
faisant	voter	2.32E-07	0.02316759
faisant	élire	2.32E-07	0.02316759
faisant	état	2.32E-07	0.02316759
faisante	influence	2.32E-07	0.02316759
faisions	allusion	2.32E-07	0.02316759
faisons	disparaître	2.32E-07	0.02316759
faisons	passer	2.32E-07	0.02316759
faisons	point	2.32E-07	0.02316759
faite	ainsi	2.32E-07	0.02316759
faite	assez	2.32E-07	0.02316759
faite	dimanche	2.32E-07	0.02316759
faite	déjà	2.32E-07	0.02316759
faite	ment	2.32E-07	0.02316759
faite	nière	2.32E-07	0.02316759
faite	parle	2.32E-07	0.02316759
faite	presque	2.32E-07	0.02316759
faite	près	2.32E-07	0.02316759
faite	puis	2.32E-07	0.02316759
faite	rue	2.32E-07	0.02316759
faite	seulement	2.32E-07	0.02316759
faite	surtout	2.32E-07	0.02316759
faites	appel	2.32E-07	0.02316759
faites	aussitôt	2.32E-07	0.02316759
faites	entrer	2.32E-07	0.02316759
faites	là	2.32E-07	0.02316759
faites	mal	2.32E-07	0.02316759
faites	ostensiblement	2.32E-07	0.02316759
faites	partie	2.32E-07	0.02316759
faites	profession	2.32E-07	0.02316759
faites	présent	2.32E-07	0.02316759
faites	semblant	2.32E-07	0.02316759
faits	actuels	2.32E-07	0.02316759
faits	apportés	2.32E-07	0.02316759
faits	bles	2.32E-07	0.02316759
faits	découverts	2.32E-07	0.02316759
faits	dénoncés	2.32E-07	0.02316759
faits	exposés	2.32E-07	0.02316759
faits	inéluctables	2.32E-07	0.02316759
faits	militaires	2.32E-07	0.02316759
faits	mêmes	2.32E-07	0.02316759
faits	plutôt	2.32E-07	0.02316759
faits	positifs	2.32E-07	0.02316759
faits	puis	2.32E-07	0.02316759
faits	sociaux	2.32E-07	0.02316759
faits	surtout	2.32E-07	0.02316759
faits	tant	2.32E-07	0.02316759
faits	tifs	2.32E-07	0.02316759
faits	viennent	2.32E-07	0.02316759
faits	économiques	2.32E-07	0.02316759
faits	énumérés	2.32E-07	0.02316759
faits	étant	2.32E-07	0.02316759
falaise	à	2.32E-07	0.02316759
fallait	adopter	2.32E-07	0.02316759
fallait	agir	2.32E-07	0.02316759
fallait	beaucoup	2.32E-07	0.02316759
fallait	chercher	2.32E-07	0.02316759
fallait	compter	2.32E-07	0.02316759
fallait	croire	2.32E-07	0.02316759
fallait	créer	2.32E-07	0.02316759
fallait	décider	2.32E-07	0.02316759
fallait	entendre	2.32E-07	0.02316759
fallait	modifier	2.32E-07	0.02316759
fallait	même	2.32E-07	0.02316759
fallait	payer	2.32E-07	0.02316759
fallait	prévoir	2.32E-07	0.02316759
fallait	répondre	2.32E-07	0.02316759
fallait	savoir	2.32E-07	0.02316759
fallait	songer	2.32E-07	0.02316759
fallait	tendre	2.32E-07	0.02316759
fallait	terminer	2.32E-07	0.02316759
fallait	éviter	2.32E-07	0.02316759
fallières	député	2.32E-07	0.02316759
fallières	nistre	2.32E-07	0.02316759
fallu	aller	2.32E-07	0.02316759
fallu	attendre	2.32E-07	0.02316759
fallu	augmenter	2.32E-07	0.02316759
fallu	avoir	2.32E-07	0.02316759
fallu	choisir	2.32E-07	0.02316759
fallu	davantage	2.32E-07	0.02316759
fallu	dès	2.32E-07	0.02316759
fallu	modifier	2.32E-07	0.02316759
fallu	payer	2.32E-07	0.02316759
fallu	reconnaître	2.32E-07	0.02316759
fallu	renoncer	2.32E-07	0.02316759
fallu	établir	2.32E-07	0.02316759
fallut	céder	2.32E-07	0.02316759
falr	futurs	2.32E-07	0.02316759
fameuse	affaire	2.32E-07	0.02316759
fameuse	campagne	2.32E-07	0.02316759
fameuse	convention	2.32E-07	0.02316759
fameuse	devise	2.32E-07	0.02316759
fameuse	lettre	2.32E-07	0.02316759
fameuse	maxime	2.32E-07	0.02316759
fameuse	réunion	2.32E-07	0.02316759
fameuse	scène	2.32E-07	0.02316759
fameuse	théorie	2.32E-07	0.02316759
fameuse	union	2.32E-07	0.02316759
fameux	bandit	2.32E-07	0.02316759
fameux	conflit	2.32E-07	0.02316759
fameux	décrets	2.32E-07	0.02316759
fameux	général	2.32E-07	0.02316759
fameux	livre	2.32E-07	0.02316759
fameux	mot	2.32E-07	0.02316759
fameux	où	2.32E-07	0.02316759
fameux	pont	2.32E-07	0.02316759
fameux	surintendant	2.32E-07	0.02316759
fameux	toast	2.32E-07	0.02316759
familiers	à	2.32E-07	0.02316759
famille	aisée	2.32E-07	0.02316759
famille	dit	2.32E-07	0.02316759
famille	faisant	2.32E-07	0.02316759
famille	habite	2.32E-07	0.02316759
famille	huguenote	2.32E-07	0.02316759
famille	militaire	2.32E-07	0.02316759
famille	mlle	2.32E-07	0.02316759
famille	naturelle	2.32E-07	0.02316759
famille	nombreuse	2.32E-07	0.02316759
famille	originaire	2.32E-07	0.02316759
famille	pauvres	2.32E-07	0.02316759
famille	primitive	2.32E-07	0.02316759
famille	selicke	2.32E-07	0.02316759
familles	ainsi	2.32E-07	0.02316759
familles	comprenant	2.32E-07	0.02316759
familles	françaises	2.32E-07	0.02316759
familles	nobles	2.32E-07	0.02316759
familles	régnantes	2.32E-07	0.02316759
familles	éprouvées	2.32E-07	0.02316759
famine	irlandaise	2.32E-07	0.02316759
fandango	à	2.32E-07	0.02316759
fanfare	à	2.32E-07	0.02316759
fanfulla	publie	2.32E-07	0.02316759
fanny	genat	2.32E-07	0.02316759
fant	naturel	2.32E-07	0.02316759
fantaisie	pure	2.32E-07	0.02316759
fantaisie	étoffes	2.32E-07	0.02316759
fants	moralement	2.32E-07	0.02316759
fants	nés	2.32E-07	0.02316759
fants	à	2.32E-07	0.02316759
fantôme	wagner	2.32E-07	0.02316759
far	futurs	2.32E-07	0.02316759
far	west	2.32E-07	0.02316759
farcot	était	2.32E-07	0.02316759
farcy	gabriel	2.32E-07	0.02316759
fardes	hodeïdah	2.32E-07	0.02316759
fardes	hodéidah	2.32E-07	0.02316759
fardes	moka	2.32E-07	0.02316759
farines	id	2.32E-07	0.02316759
farines	ware	2.32E-07	0.02316759
fascicule	grand	2.32E-07	0.02316759
fasse	bon	2.32E-07	0.02316759
fasse	bonne	2.32E-07	0.02316759
fasse	connaître	2.32E-07	0.02316759
fasse	mention	2.32E-07	0.02316759
fasse	partie	2.32E-07	0.02316759
fasse	passer	2.32E-07	0.02316759
fasse	preuve	2.32E-07	0.02316759
fasse	sauter	2.32E-07	0.02316759
fasse	savoir	2.32E-07	0.02316759
fasse	venir	2.32E-07	0.02316759
fassent	retour	2.32E-07	0.02316759
fassent	usage	2.32E-07	0.02316759
fassent	à	2.32E-07	0.02316759
fatale	nouvelle	2.32E-07	0.02316759
fatalité	inéluctable	2.32E-07	0.02316759
fatzat	à	2.32E-07	0.02316759
faubg	montmartre	2.32E-07	0.02316759
faudra	mourir	2.32E-07	0.02316759
faudra	nommer	2.32E-07	0.02316759
faudra	savoir	2.32E-07	0.02316759
faudra	voir	2.32E-07	0.02316759
faudrait	aller	2.32E-07	0.02316759
faudrait	attendre	2.32E-07	0.02316759
faudrait	core	2.32E-07	0.02316759
faudrait	demander	2.32E-07	0.02316759
faudrait	laisser	2.32E-07	0.02316759
faudrait	nécessairement	2.32E-07	0.02316759
faudrait	passer	2.32E-07	0.02316759
faudrait	payer	2.32E-07	0.02316759
faudrait	point	2.32E-07	0.02316759
faudrait	réunir	2.32E-07	0.02316759
faudrait	savoir	2.32E-07	0.02316759
faudrait	trop	2.32E-07	0.02316759
faudrait	verser	2.32E-07	0.02316759
faudrait	élever	2.32E-07	0.02316759
faure	dit	2.32E-07	0.02316759
faure	estime	2.32E-07	0.02316759
faure	père	2.32E-07	0.02316759
faure	répond	2.32E-07	0.02316759
fauré	gers	2.32E-07	0.02316759
fausse	alerte	2.32E-07	0.02316759
fausse	clef	2.32E-07	0.02316759
fausse	comtesse	2.32E-07	0.02316759
fausse	modestie	2.32E-07	0.02316759
fausse	note	2.32E-07	0.02316759
fausse	position	2.32E-07	0.02316759
fausse	situation	2.32E-07	0.02316759
fausses	barbes	2.32E-07	0.02316759
fausses	déclarations	2.32E-07	0.02316759
fausses	interprétations	2.32E-07	0.02316759
fausses	qualités	2.32E-07	0.02316759
faussé	compagnie	2.32E-07	0.02316759
faust	gounod	2.32E-07	0.02316759
faust	à	2.32E-07	0.02316759
faustina	étaient	2.32E-07	0.02316759
faustine	silence	2.32E-07	0.02316759
faustino	rodriguez	2.32E-07	0.02316759
faut	abandonner	2.32E-07	0.02316759
faut	accueillir	2.32E-07	0.02316759
faut	améliorer	2.32E-07	0.02316759
faut	anéantir	2.32E-07	0.02316759
faut	appeler	2.32E-07	0.02316759
faut	applaudir	2.32E-07	0.02316759
faut	apprendre	2.32E-07	0.02316759
faut	arracher	2.32E-07	0.02316759
faut	assimiler	2.32E-07	0.02316759
faut	autant	2.32E-07	0.02316759
faut	avaler	2.32E-07	0.02316759
faut	avancer	2.32E-07	0.02316759
faut	consentir	2.32E-07	0.02316759
faut	constituer	2.32E-07	0.02316759
faut	construire	2.32E-07	0.02316759
faut	consulter	2.32E-07	0.02316759
faut	courir	2.32E-07	0.02316759
faut	devienne	2.32E-07	0.02316759
faut	diminuer	2.32E-07	0.02316759
faut	dresser	2.32E-07	0.02316759
faut	encourager	2.32E-07	0.02316759
faut	entamer	2.32E-07	0.02316759
faut	environ	2.32E-07	0.02316759
faut	envoyer	2.32E-07	0.02316759
faut	essayer	2.32E-07	0.02316759
faut	favoriser	2.32E-07	0.02316759
faut	fermer	2.32E-07	0.02316759
faut	finir	2.32E-07	0.02316759
faut	guérir	2.32E-07	0.02316759
faut	ignorer	2.32E-07	0.02316759
faut	indiquer	2.32E-07	0.02316759
faut	jours	2.32E-07	0.02316759
faut	mander	2.32E-07	0.02316759
faut	manifester	2.32E-07	0.02316759
faut	mer	2.32E-07	0.02316759
faut	négliger	2.32E-07	0.02316759
faut	opter	2.32E-07	0.02316759
faut	organiser	2.32E-07	0.02316759
faut	plaindre	2.32E-07	0.02316759
faut	poser	2.32E-07	0.02316759
faut	pourvoir	2.32E-07	0.02316759
faut	pouvoir	2.32E-07	0.02316759
faut	prenne	2.32E-07	0.02316759
faut	prévenir	2.32E-07	0.02316759
faut	quitter	2.32E-07	0.02316759
faut	recevoir	2.32E-07	0.02316759
