SOURCE	TARGET	WEIGHT	WEIGHT*100000
diction	nette	3.09E-07	0.03089012
dida	dit	3.09E-07	0.03089012
dieu	bénisse	3.09E-07	0.03089012
dieu	dit	3.09E-07	0.03089012
dieu	monsieur	3.09E-07	0.03089012
dieu	protège	3.09E-07	0.03089012
dieu	unique	3.09E-07	0.03089012
dieu	était	3.09E-07	0.03089012
difficile	dès	3.09E-07	0.03089012
difficulté	était	3.09E-07	0.03089012
difficultés	créées	3.09E-07	0.03089012
difficultés	do	3.09E-07	0.03089012
difficultés	inhérentes	3.09E-07	0.03089012
difficultés	nouvelles	3.09E-07	0.03089012
difficultés	presque	3.09E-07	0.03089012
difficultés	vaincues	3.09E-07	0.03089012
diffère	très	3.09E-07	0.03089012
diffèrent	sensiblement	3.09E-07	0.03089012
différence	do	3.09E-07	0.03089012
différence	dop	3.09E-07	0.03089012
différence	essentielle	3.09E-07	0.03089012
différence	profonde	3.09E-07	0.03089012
différence	étant	3.09E-07	0.03089012
différences	dap	3.09E-07	0.03089012
différences	totales	3.09E-07	0.03089012
différend	concernant	3.09E-07	0.03089012
différend	à	3.09E-07	0.03089012
différentes	affaires	3.09E-07	0.03089012
différentes	catégories	3.09E-07	0.03089012
différentes	chambres	3.09E-07	0.03089012
différentes	mesures	3.09E-07	0.03089012
différentes	péripéties	3.09E-07	0.03089012
différentes	races	3.09E-07	0.03089012
différentes	solutions	3.09E-07	0.03089012
différentes	écoles	3.09E-07	0.03089012
différents	chefs	3.09E-07	0.03089012
différents	côtés	3.09E-07	0.03089012
différents	départements	3.09E-07	0.03089012
différents	examens	3.09E-07	0.03089012
différents	lycées	3.09E-07	0.03089012
différents	ministres	3.09E-07	0.03089012
différents	modes	3.09E-07	0.03089012
différents	moyens	3.09E-07	0.03089012
différents	musées	3.09E-07	0.03089012
différents	permettant	3.09E-07	0.03089012
différents	travaux	3.09E-07	0.03089012
différents	à	3.09E-07	0.03089012
différents	éléments	3.09E-07	0.03089012
digestions	boites	3.09E-07	0.03089012
digne	grand	3.09E-07	0.03089012
dignitaires	do	3.09E-07	0.03089012
dignité	humaine	3.09E-07	0.03089012
dignité	nationale	3.09E-07	0.03089012
dimanche	cembre	3.09E-07	0.03089012
dimanche	ler	3.09E-07	0.03089012
dimanche	vrier	3.09E-07	0.03089012
diminue	notablement	3.09E-07	0.03089012
diminution	totale	3.09E-07	0.03089012
dimitri	mardi	3.09E-07	0.03089012
diner	diplomatique	3.09E-07	0.03089012
diner	militaire	3.09E-07	0.03089012
diner	était	3.09E-07	0.03089012
diphtérie	présente	3.09E-07	0.03089012
diplomate	à	3.09E-07	0.03089012
diplomatie	allemande	3.09E-07	0.03089012
diplomatie	italienne	3.09E-07	0.03089012
diplomatique	échangée	3.09E-07	0.03089012
diplôme	breveté	3.09E-07	0.03089012
diplôme	à	3.09E-07	0.03089012
diplômes	médailles	3.09E-07	0.03089012
dira	comment	3.09E-07	0.03089012
dirais	même	3.09E-07	0.03089012
dire	beaucoup	3.09E-07	0.03089012
dire	demanda	3.09E-07	0.03089012
dire	do	3.09E-07	0.03089012
dire	existe	3.09E-07	0.03089012
dire	général	3.09E-07	0.03089012
dire	homme	3.09E-07	0.03089012
dire	maintenant	3.09E-07	0.03089012
dire	nettement	3.09E-07	0.03089012
dire	part	3.09E-07	0.03089012
dire	puis	3.09E-07	0.03089012
dire	reprit	3.09E-07	0.03089012
dire	surtout	3.09E-07	0.03089012
dire	voilà	3.09E-07	0.03089012
dire	ça	3.09E-07	0.03089012
dire	étaient	3.09E-07	0.03089012
dire	été	3.09E-07	0.03089012
directe	do	3.09E-07	0.03089012
directeur	dit	3.09E-07	0.03089012
directeur	fit	3.09E-07	0.03089012
directeurs	do	3.09E-07	0.03089012
direction	donnée	3.09E-07	0.03089012
direction	engage	3.09E-07	0.03089012
direction	imprimée	3.09E-07	0.03089012
direction	mettra	3.09E-07	0.03089012
direction	unique	3.09E-07	0.03089012
directrice	maternelle	3.09E-07	0.03089012
dirent	à	3.09E-07	0.03089012
dirigea	à	3.09E-07	0.03089012
dirons	autant	3.09E-07	0.03089012
dirons	même	3.09E-07	0.03089012
dis	faut	3.09E-07	0.03089012
disait	assez	3.09E-07	0.03089012
disant	faut	3.09E-07	0.03089012
disant	ii	3.09E-07	0.03089012
disant	messieurs	3.09E-07	0.03089012
disciple	fervent	3.09E-07	0.03089012
disciplinaires	à	3.09E-07	0.03089012
discipline	intérieure	3.09E-07	0.03089012
discipline	sévère	3.09E-07	0.03089012
discours	applaudi	3.09E-07	0.03089012
discours	après	3.09E-07	0.03089012
discours	ment	3.09E-07	0.03089012
discours	peut	3.09E-07	0.03089012
discours	violent	3.09E-07	0.03089012
discussion	dos	3.09E-07	0.03089012
discussion	longue	3.09E-07	0.03089012
discussion	projet	3.09E-07	0.03089012
discussion	reprend	3.09E-07	0.03089012
discussion	tant	3.09E-07	0.03089012
discussion	vant	3.09E-07	0.03089012
discussion	était	3.09E-07	0.03089012
discussions	stériles	3.09E-07	0.03089012
discutée	demain	3.09E-07	0.03089012
disent	quo	3.09E-07	0.03089012
disent	être	3.09E-07	0.03089012
disions	à	3.09E-07	0.03089012
disons	seulement	3.09E-07	0.03089012
disparaît	à	3.09E-07	0.03089012
disparaître	entièrement	3.09E-07	0.03089012
disparition	complète	3.09E-07	0.03089012
dispense	do	3.09E-07	0.03089012
disponibilité	à	3.09E-07	0.03089012
disponibilités	à	3.09E-07	0.03089012
disponible	calmes	3.09E-07	0.03089012
disponible	francs	3.09E-07	0.03089012
disposition	analogue	3.09E-07	0.03089012
disposition	dit	3.09E-07	0.03089012
disposition	portant	3.09E-07	0.03089012
disposition	transitoire	3.09E-07	0.03089012
dispositions	analogues	3.09E-07	0.03089012
dispositions	draconiennes	3.09E-07	0.03089012
dispositions	hostiles	3.09E-07	0.03089012
dispositions	pacifiques	3.09E-07	0.03089012
disputer	à	3.09E-07	0.03089012
dissolution	à	3.09E-07	0.03089012
distillerie	agricole	3.09E-07	0.03089012
distingua	à	3.09E-07	0.03089012
distinguer	à	3.09E-07	0.03089012
distingués	à	3.09E-07	0.03089012
distribuait	à	3.09E-07	0.03089012
distribution	narball	3.09E-07	0.03089012
distribution	nouvelle	3.09E-07	0.03089012
distribué	demain	3.09E-07	0.03089012
distribué	francs	3.09E-07	0.03089012
district	do	3.09E-07	0.03089012
districts	parisiens	3.09E-07	0.03089012
districts	électoraux	3.09E-07	0.03089012
dit	aimait	3.09E-07	0.03089012
dit	allez	3.09E-07	0.03089012
dit	autant	3.09E-07	0.03089012
dit	burdeau	3.09E-07	0.03089012
dit	carrière	3.09E-07	0.03089012
dit	carthame	3.09E-07	0.03089012
dit	chaudoin	3.09E-07	0.03089012
dit	comptait	3.09E-07	0.03089012
dit	core	3.09E-07	0.03089012
dit	cornil	3.09E-07	0.03089012
dit	daubrée	3.09E-07	0.03089012
dit	donna	3.09E-07	0.03089012
dit	effet	3.09E-07	0.03089012
dit	eliette	3.09E-07	0.03089012
dit	faisant	3.09E-07	0.03089012
dit	familièrement	3.09E-07	0.03089012
dit	faustina	3.09E-07	0.03089012
dit	femme	3.09E-07	0.03089012
dit	fil	3.09E-07	0.03089012
dit	gabriel	3.09E-07	0.03089012
dit	germain	3.09E-07	0.03089012
dit	guillot	3.09E-07	0.03089012
dit	henri	3.09E-07	0.03089012
dit	laborde	3.09E-07	0.03089012
dit	lamartine	3.09E-07	0.03089012
dit	mermeix	3.09E-07	0.03089012
dit	meschini	3.09E-07	0.03089012
dit	monseigneur	3.09E-07	0.03089012
dit	méline	3.09E-07	0.03089012
dit	napoléon	3.09E-07	0.03089012
dit	obligations	3.09E-07	0.03089012
dit	parfois	3.09E-07	0.03089012
dit	part	3.09E-07	0.03089012
dit	partout	3.09E-07	0.03089012
dit	peuple	3.09E-07	0.03089012
dit	prix	3.09E-07	0.03089012
dit	précédemment	3.09E-07	0.03089012
dit	rait	3.09E-07	0.03089012
dit	renan	3.09E-07	0.03089012
dit	renée	3.09E-07	0.03089012
dit	richard	3.09E-07	0.03089012
dit	roi	3.09E-07	0.03089012
dit	sant	3.09E-07	0.03089012
dit	stoffel	3.09E-07	0.03089012
dit	talleyrand	3.09E-07	0.03089012
dit	trop	3.09E-07	0.03089012
dit	venez	3.09E-07	0.03089012
dit	verneuil	3.09E-07	0.03089012
dit	vient	3.09E-07	0.03089012
dit	voir	3.09E-07	0.03089012
dit	volontiers	3.09E-07	0.03089012
dit	voulait	3.09E-07	0.03089012
dit	étaient	3.09E-07	0.03089012
dite	chalet	3.09E-07	0.03089012
dite	commune	3.09E-07	0.03089012
dite	pari	3.09E-07	0.03089012
dites	oui	3.09E-07	0.03089012
ditmar	rotterdam	3.09E-07	0.03089012
dito	dur	3.09E-07	0.03089012
dito	nouvelles	3.09E-07	0.03089012
dito	petit	3.09E-07	0.03089012
dito	poids	3.09E-07	0.03089012
dito	second	3.09E-07	0.03089012
dito	tsatlée	3.09E-07	0.03089012
dité	à	3.09E-07	0.03089012
divan	où	3.09E-07	0.03089012
diversion	à	3.09E-07	0.03089012
dividende	nomination	3.09E-07	0.03089012
dividendes	distribués	3.09E-07	0.03089012
divin	à	3.09E-07	0.03089012
division	après	3.09E-07	0.03089012
division	autrichienne	3.09E-07	0.03089012
division	commandée	3.09E-07	0.03089012
division	cuirassés	3.09E-07	0.03089012
division	gand	3.09E-07	0.03089012
division	indépendante	3.09E-07	0.03089012
division	ladvocat	3.09E-07	0.03089012
division	mercier	3.09E-07	0.03089012
division	nommés	3.09E-07	0.03089012
division	vale	3.09E-07	0.03089012
division	voisin	3.09E-07	0.03089012
division	zurlinden	3.09E-07	0.03089012
divisionnaire	colonel	3.09E-07	0.03089012
divisions	navales	3.09E-07	0.03089012
divisions	politiques	3.09E-07	0.03089012
divisions	à	3.09E-07	0.03089012
divorce	intenté	3.09E-07	0.03089012
dixième	anniversaire	3.09E-07	0.03089012
dixième	congrès	3.09E-07	0.03089012
dixième	environ	3.09E-07	0.03089012
dizaine	à	3.09E-07	0.03089012
diète	do	3.09E-07	0.03089012
dié	à	3.09E-07	0.03089012
dj	à	3.09E-07	0.03089012
dk	dépôts	3.09E-07	0.03089012
dk	voitures	3.09E-07	0.03089012
dn	docteur	3.09E-07	0.03089012
dn	journal	3.09E-07	0.03089012
dn	jury	3.09E-07	0.03089012
do	amaral	3.09E-07	0.03089012
do	ancien	3.09E-07	0.03089012
do	ballottage	3.09E-07	0.03089012
do	bavière	3.09E-07	0.03089012
do	belleval	3.09E-07	0.03089012
do	betteraves	3.09E-07	0.03089012
do	blowitz	3.09E-07	0.03089012
do	boulanger	3.09E-07	0.03089012
do	brest	3.09E-07	0.03089012
do	breuses	3.09E-07	0.03089012
do	bulletin	3.09E-07	0.03089012
do	canon	3.09E-07	0.03089012
do	catherine	3.09E-07	0.03089012
do	cause	3.09E-07	0.03089012
do	caveaux	3.09E-07	0.03089012
do	charbon	3.09E-07	0.03089012
do	chose	3.09E-07	0.03089012
do	communales	3.09E-07	0.03089012
do	comptabilité	3.09E-07	0.03089012
do	compte	3.09E-07	0.03089012
do	concession	3.09E-07	0.03089012
do	congé	3.09E-07	0.03089012
do	connaître	3.09E-07	0.03089012
do	conseiller	3.09E-07	0.03089012
do	dessin	3.09E-07	0.03089012
do	di	3.09E-07	0.03089012
do	dide	3.09E-07	0.03089012
do	diminuer	3.09E-07	0.03089012
do	directeur	3.09E-07	0.03089012
do	distribuer	3.09E-07	0.03089012
do	dragons	3.09E-07	0.03089012
do	dunkerque	3.09E-07	0.03089012
do	début	3.09E-07	0.03089012
do	décider	3.09E-07	0.03089012
do	dégager	3.09E-07	0.03089012
do	développer	3.09E-07	0.03089012
do	fa	3.09E-07	0.03089012
do	faits	3.09E-07	0.03089012
do	faux	3.09E-07	0.03089012
do	flandre	3.09E-07	0.03089012
do	floquet	3.09E-07	0.03089012
do	foi	3.09E-07	0.03089012
do	fois	3.09E-07	0.03089012
do	fonte	3.09E-07	0.03089012
do	franc	3.09E-07	0.03089012
do	genre	3.09E-07	0.03089012
do	genève	3.09E-07	0.03089012
do	gnement	3.09E-07	0.03089012
do	gouvernement	3.09E-07	0.03089012
do	grenelle	3.09E-07	0.03089012
do	gymnastique	3.09E-07	0.03089012
do	haut	3.09E-07	0.03089012
do	hommes	3.09E-07	0.03089012
do	ja	3.09E-07	0.03089012
do	joseph	3.09E-07	0.03089012
do	juge	3.09E-07	0.03089012
do	juillot	3.09E-07	0.03089012
do	kilos	3.09E-07	0.03089012
do	lanessan	3.09E-07	0.03089012
do	larges	3.09E-07	0.03089012
do	li	3.09E-07	0.03089012
do	lion	3.09E-07	0.03089012
do	lité	3.09E-07	0.03089012
do	long	3.09E-07	0.03089012
do	longs	3.09E-07	0.03089012
do	lupus	3.09E-07	0.03089012
do	maintenir	3.09E-07	0.03089012
do	maladies	3.09E-07	0.03089012
do	malfldano	3.09E-07	0.03089012
do	manchester	3.09E-07	0.03089012
do	marche	3.09E-07	0.03089012
do	massaouah	3.09E-07	0.03089012
do	massenet	3.09E-07	0.03089012
do	matières	3.09E-07	0.03089012
do	membre	3.09E-07	0.03089012
do	mener	3.09E-07	0.03089012
do	merce	3.09E-07	0.03089012
do	modifier	3.09E-07	0.03089012
do	montpellier	3.09E-07	0.03089012
do	méline	3.09E-07	0.03089012
do	nantes	3.09E-07	0.03089012
do	nationalité	3.09E-07	0.03089012
do	navigation	3.09E-07	0.03089012
do	nice	3.09E-07	0.03089012
do	niort	3.09E-07	0.03089012
do	nir	3.09E-07	0.03089012
do	nouvelle	3.09E-07	0.03089012
do	nov	3.09E-07	0.03089012
do	noël	3.09E-07	0.03089012
do	néanmoins	3.09E-07	0.03089012
do	nîmes	3.09E-07	0.03089012
do	nœuds	3.09E-07	0.03089012
do	pages	3.09E-07	0.03089012
do	passage	3.09E-07	0.03089012
do	payement	3.09E-07	0.03089012
do	peinture	3.09E-07	0.03089012
do	pereur	3.09E-07	0.03089012
do	philosophie	3.09E-07	0.03089012
do	physique	3.09E-07	0.03089012
do	pièces	3.09E-07	0.03089012
do	poitrine	3.09E-07	0.03089012
do	prochaine	3.09E-07	0.03089012
do	profonde	3.09E-07	0.03089012
do	propriété	3.09E-07	0.03089012
do	provoquer	3.09E-07	0.03089012
do	préparer	3.09E-07	0.03089012
do	prévenir	3.09E-07	0.03089012
do	puissants	3.09E-07	0.03089012
do	pénitentiaire	3.09E-07	0.03089012
do	pénétrer	3.09E-07	0.03089012
do	ques	3.09E-07	0.03089012
do	racheter	3.09E-07	0.03089012
do	reconnaissance	3.09E-07	0.03089012
do	relative	3.09E-07	0.03089012
do	remonter	3.09E-07	0.03089012
do	rencontrer	3.09E-07	0.03089012
do	rentes	3.09E-07	0.03089012
do	restreindre	3.09E-07	0.03089012
do	retirer	3.09E-07	0.03089012
do	ris	3.09E-07	0.03089012
do	roumanie	3.09E-07	0.03089012
do	rues	3.09E-07	0.03089012
do	russe	3.09E-07	0.03089012
do	réorganisation	3.09E-07	0.03089012
do	réparation	3.09E-07	0.03089012
do	résistance	3.09E-07	0.03089012
do	rétablir	3.09E-07	0.03089012
do	sang	3.09E-07	0.03089012
do	seau	3.09E-07	0.03089012
do	simple	3.09E-07	0.03089012
do	simples	3.09E-07	0.03089012
do	soumettre	3.09E-07	0.03089012
do	souscription	3.09E-07	0.03089012
do	statistique	3.09E-07	0.03089012
do	suisse	3.09E-07	0.03089012
do	surveiller	3.09E-07	0.03089012
do	suède	3.09E-07	0.03089012
do	sèment	3.09E-07	0.03089012
do	tableaux	3.09E-07	0.03089012
do	taxes	3.09E-07	0.03089012
do	terminer	3.09E-07	0.03089012
do	tions	3.09E-07	0.03089012
do	tir	3.09E-07	0.03089012
do	tme	3.09E-07	0.03089012
do	tramways	3.09E-07	0.03089012
do	travaux	3.09E-07	0.03089012
do	trer	3.09E-07	0.03089012
do	tuberculose	3.09E-07	0.03089012
do	térieur	3.09E-07	0.03089012
do	valeur	3.09E-07	0.03089012
do	viande	3.09E-07	0.03089012
do	vieux	3.09E-07	0.03089012
do	vifs	3.09E-07	0.03089012
do	vincennes	3.09E-07	0.03089012
do	voitures	3.09E-07	0.03089012
do	voyageurs	3.09E-07	0.03089012
do	vres	3.09E-07	0.03089012
do	vêtements	3.09E-07	0.03089012
docteur	aveling	3.09E-07	0.03089012
docteur	brachet	3.09E-07	0.03089012
docteur	bright	3.09E-07	0.03089012
docteur	chargé	3.09E-07	0.03089012
docteur	charles	3.09E-07	0.03089012
docteur	charrin	3.09E-07	0.03089012
docteur	clech	3.09E-07	0.03089012
docteur	deschamps	3.09E-07	0.03089012
docteur	directeur	3.09E-07	0.03089012
docteur	do	3.09E-07	0.03089012
docteur	fit	3.09E-07	0.03089012
docteur	floquet	3.09E-07	0.03089012
docteur	frébault	3.09E-07	0.03089012
docteur	gibert	3.09E-07	0.03089012
docteur	glaser	3.09E-07	0.03089012
docteur	gonnard	3.09E-07	0.03089012
docteur	helme	3.09E-07	0.03089012
docteur	horteloup	3.09E-07	0.03089012
docteur	ii	3.09E-07	0.03089012
docteur	labbé	3.09E-07	0.03089012
docteur	liebreich	3.09E-07	0.03089012
docteur	marjolin	3.09E-07	0.03089012
docteur	marmottan	3.09E-07	0.03089012
docteur	maurice	3.09E-07	0.03089012
docteur	max	3.09E-07	0.03089012
docteur	michel	3.09E-07	0.03089012
docteur	monin	3.09E-07	0.03089012
docteur	mougeot	3.09E-07	0.03089012
docteur	nansen	3.09E-07	0.03089012
docteur	ridelet	3.09E-07	0.03089012
docteur	robinet	3.09E-07	0.03089012
docteur	roussel	3.09E-07	0.03089012
docteur	routier	3.09E-07	0.03089012
docteur	roux	3.09E-07	0.03089012
docteur	schweninger	3.09E-07	0.03089012
docteur	semmola	3.09E-07	0.03089012
docteur	taulier	3.09E-07	0.03089012
docteur	tholozan	3.09E-07	0.03089012
docteur	thulié	3.09E-07	0.03089012
docteur	vibert	3.09E-07	0.03089012
docteur	vidal	3.09E-07	0.03089012
docteur	worms	3.09E-07	0.03089012
docteurs	dentistes	3.09E-07	0.03089012
docteurs	nogier	3.09E-07	0.03089012
doctf	zed	3.09E-07	0.03089012
doctrine	législation	3.09E-07	0.03089012
doctrine	politique	3.09E-07	0.03089012
doctrines	à	3.09E-07	0.03089012
document	humain	3.09E-07	0.03089012
document	où	3.09E-07	0.03089012
document	suivant	3.09E-07	0.03089012
document	à	3.09E-07	0.03089012
documents	authentiques	3.09E-07	0.03089012
documents	destinés	3.09E-07	0.03089012
documents	français	3.09E-07	0.03089012
documents	secrets	3.09E-07	0.03089012
documents	statistiques	3.09E-07	0.03089012
documents	très	3.09E-07	0.03089012
dois	passer	3.09E-07	0.03089012
doit	acquitter	3.09E-07	0.03089012
doit	ajouter	3.09E-07	0.03089012
doit	amener	3.09E-07	0.03089012
doit	animer	3.09E-07	0.03089012
doit	appliquer	3.09E-07	0.03089012
doit	apporter	3.09E-07	0.03089012
doit	après	3.09E-07	0.03089012
doit	cesser	3.09E-07	0.03089012
doit	changer	3.09E-07	0.03089012
doit	chanter	3.09E-07	0.03089012
doit	conduire	3.09E-07	0.03089012
doit	correspondre	3.09E-07	0.03089012
doit	craindre	3.09E-07	0.03089012
doit	der	3.09E-07	0.03089012
doit	diriger	3.09E-07	0.03089012
doit	déclarer	3.09E-07	0.03089012
doit	dépendre	3.09E-07	0.03089012
doit	entreprendre	3.09E-07	0.03089012
doit	envoyer	3.09E-07	0.03089012
doit	faciliter	3.09E-07	0.03089012
doit	figurer	3.09E-07	0.03089012
doit	forcément	3.09E-07	0.03089012
doit	fournir	3.09E-07	0.03089012
doit	frapper	3.09E-07	0.03089012
doit	gagner	3.09E-07	0.03089012
doit	garder	3.09E-07	0.03089012
doit	intervenir	3.09E-07	0.03089012
doit	naître	3.09E-07	0.03089012
doit	nir	3.09E-07	0.03089012
doit	ouvrir	3.09E-07	0.03089012
doit	poursuivre	3.09E-07	0.03089012
doit	primer	3.09E-07	0.03089012
doit	produire	3.09E-07	0.03089012
doit	profiter	3.09E-07	0.03089012
doit	prévoir	3.09E-07	0.03089012
doit	regarder	3.09E-07	0.03089012
doit	regretter	3.09E-07	0.03089012
doit	reprendre	3.09E-07	0.03089012
doit	réclamer	3.09E-07	0.03089012
doit	régler	3.09E-07	0.03089012
doit	résulter	3.09E-07	0.03089012
doit	réunir	3.09E-07	0.03089012
doit	siéger	3.09E-07	0.03089012
doit	statuer	3.09E-07	0.03089012
doit	subir	3.09E-07	0.03089012
doit	succéder	3.09E-07	0.03089012
doit	séjourner	3.09E-07	0.03089012
doit	traiter	3.09E-07	0.03089012
doit	tuer	3.09E-07	0.03089012
doit	viser	3.09E-07	0.03089012
doit	voter	3.09E-07	0.03089012
doit	écrire	3.09E-07	0.03089012
doit	élever	3.09E-07	0.03089012
doit	épouser	3.09E-07	0.03089012
doit	étudier	3.09E-07	0.03089012
doit	êtro	3.09E-07	0.03089012
doit	ôtre	3.09E-07	0.03089012
doit	ôtro	3.09E-07	0.03089012
doivent	aller	3.09E-07	0.03089012
doivent	constituer	3.09E-07	0.03089012
doivent	disparaître	3.09E-07	0.03089012
doivent	exister	3.09E-07	0.03089012
doivent	exécuter	3.09E-07	0.03089012
doivent	former	3.09E-07	0.03089012
doivent	participer	3.09E-07	0.03089012
doivent	passer	3.09E-07	0.03089012
doivent	produire	3.09E-07	0.03089012
doivent	provenir	3.09E-07	0.03089012
doivent	présenter	3.09E-07	0.03089012
doivent	rentrer	3.09E-07	0.03089012
doivent	rer	3.09E-07	0.03089012
doivent	répondre	3.09E-07	0.03089012
doivent	réunir	3.09E-07	0.03089012
doivent	seulement	3.09E-07	0.03089012
doivent	sortir	3.09E-07	0.03089012
doivent	travailler	3.09E-07	0.03089012
doivent	également	3.09E-07	0.03089012
dollars	à	3.09E-07	0.03089012
dollé	notaire	3.09E-07	0.03089012
doléances	à	3.09E-07	0.03089012
domaine	forestier	3.09E-07	0.03089012
domaine	privé	3.09E-07	0.03089012
domaniales	suez	3.09E-07	0.03089012
domela	huis	3.09E-07	0.03089012
domicile	connu	3.09E-07	0.03089012
domicile	dame	3.09E-07	0.03089012
domicile	do	3.09E-07	0.03089012
domiciliée	à	3.09E-07	0.03089012
domination	britannique	3.09E-07	0.03089012
domokta	mai	3.09E-07	0.03089012
don	do	3.09E-07	0.03089012
don	gracieux	3.09E-07	0.03089012
don	lotario	3.09E-07	0.03089012
don	naturel	3.09E-07	0.03089012
don	paolo	3.09E-07	0.03089012
donation	faite	3.09E-07	0.03089012
donna	anna	3.09E-07	0.03089012
donna	dès	3.09E-07	0.03089012
donna	ensuite	3.09E-07	0.03089012
donna	immédiatement	3.09E-07	0.03089012
donna	naissance	3.09E-07	0.03089012
donnai	à	3.09E-07	0.03089012
donnais	à	3.09E-07	0.03089012
donnant	naissance	3.09E-07	0.03089012
donnant	pleine	3.09E-07	0.03089012
donnat	ancien	3.09E-07	0.03089012
donne	détails	3.09E-07	0.03089012
donne	suivante	3.09E-07	0.03089012
donne	tion	3.09E-07	0.03089012
donnent	carrière	3.09E-07	0.03089012
donnent	tant	3.09E-07	0.03089012
donner	cours	3.09E-07	0.03089012
donner	francs	3.09E-07	0.03089012
donner	là	3.09E-07	0.03089012
donner	matière	3.09E-07	0.03089012
donner	nécessaire	3.09E-07	0.03089012
donner	ple	3.09E-07	0.03089012
donner	pleine	3.09E-07	0.03089012
donner	prétexte	3.09E-07	0.03089012
donnera	lundi	3.09E-07	0.03089012
donneraient	droit	3.09E-07	0.03089012
donnerons	à	3.09E-07	0.03089012
donné	après	3.09E-07	0.03089012
donné	dos	3.09E-07	0.03089012
donné	immédiatement	3.09E-07	0.03089012
donné	uno	3.09E-07	0.03089012
donnée	ensuite	3.09E-07	0.03089012
données	statistiques	3.09E-07	0.03089012
dons	particuliers	3.09E-07	0.03089012
donto	cours	3.09E-07	0.03089012
dor	à	3.09E-07	0.03089012
dordogne	où	3.09E-07	0.03089012
dorn	total	3.09E-07	0.03089012
dos	actionnaires	3.09E-07	0.03089012
dos	animaux	3.09E-07	0.03089012
dos	articles	3.09E-07	0.03089012
dos	bookmakers	3.09E-07	0.03089012
dos	bâtiments	3.09E-07	0.03089012
dos	courses	3.09E-07	0.03089012
dos	documents	3.09E-07	0.03089012
dos	employés	3.09E-07	0.03089012
dos	grands	3.09E-07	0.03089012
dos	marchandises	3.09E-07	0.03089012
dos	meilleurs	3.09E-07	0.03089012
dos	négociations	3.09E-07	0.03089012
dos	objets	3.09E-07	0.03089012
dos	principales	3.09E-07	0.03089012
dos	réformes	3.09E-07	0.03089012
dos	sentiments	3.09E-07	0.03089012
dos	sociétés	3.09E-07	0.03089012
dos	troupes	3.09E-07	0.03089012
dos	valeurs	3.09E-07	0.03089012
dos	écoles	3.09E-07	0.03089012
dose	do	3.09E-07	0.03089012
dose	dragées	3.09E-07	0.03089012
dossier	va	3.09E-07	0.03089012
dotaux	nues	3.09E-07	0.03089012
douanes	nie	3.09E-07	0.03089012
douanes	propose	3.09E-07	0.03089012
douanes	étaient	3.09E-07	0.03089012
douanier	actuel	3.09E-07	0.03089012
double	après	3.09E-07	0.03089012
double	conséquence	3.09E-07	0.03089012
double	effet	3.09E-07	0.03089012
double	intérêt	3.09E-07	0.03089012
double	jeu	3.09E-07	0.03089012
double	origine	3.09E-07	0.03089012
double	part	3.09E-07	0.03089012
double	service	3.09E-07	0.03089012
double	tâche	3.09E-07	0.03089012
doublement	heureux	3.09E-07	0.03089012
douce	fiancée	3.09E-07	0.03089012
douloureuse	histoire	3.09E-07	0.03089012
douloureusement	ressentie	3.09E-07	0.03089012
dourak	à	3.09E-07	0.03089012
doute	crispi	3.09E-07	0.03089012
doute	trop	3.09E-07	0.03089012
douter	à	3.09E-07	0.03089012
doutes	sérieux	3.09E-07	0.03089012
douvres	où	3.09E-07	0.03089012
doux	choix	3.09E-07	0.03089012
doux	climat	3.09E-07	0.03089012
doux	sourire	3.09E-07	0.03089012
douzième	année	3.09E-07	0.03089012
douzième	semaine	3.09E-07	0.03089012
douçot	commissaire	3.09E-07	0.03089012
dovic	halévy	3.09E-07	0.03089012
doyen	honoraire	3.09E-07	0.03089012
dr	lt	3.09E-07	0.03089012
dr	spécifique	3.09E-07	0.03089012
dr	square	3.09E-07	0.03089012
dragons	affecté	3.09E-07	0.03089012
dragons	prussiens	3.09E-07	0.03089012
draguignan	janvier	3.09E-07	0.03089012
draguignan	à	3.09E-07	0.03089012
dragée	haute	3.09E-07	0.03089012
drait	faire	3.09E-07	0.03089012
dramatique	à	3.09E-07	0.03089012
dramatiques	lyriques	3.09E-07	0.03089012
drame	nouveau	3.09E-07	0.03089012
drame	passionnel	3.09E-07	0.03089012
drame	vient	3.09E-07	0.03089012
drap	amazone	3.09E-07	0.03089012
drap	blanc	3.09E-07	0.03089012
drapeau	doit	3.09E-07	0.03089012
drapeau	déployé	3.09E-07	0.03089012
drapeau	républicain	3.09E-07	0.03089012
drapeau	çais	3.09E-07	0.03089012
dre	acte	3.09E-07	0.03089012
dre	immédiatement	3.09E-07	0.03089012
dredi	saint	3.09E-07	0.03089012
dres	où	3.09E-07	0.03089012
dresde	où	3.09E-07	0.03089012
dressant	à	3.09E-07	0.03089012
dressent	à	3.09E-07	0.03089012
dressée	à	3.09E-07	0.03089012
dreux	où	3.09E-07	0.03089012
dreux	sr	3.09E-07	0.03089012
dreyfus	ancien	3.09E-07	0.03089012
drinette	tériade	3.09E-07	0.03089012
droit	accordé	3.09E-07	0.03089012
droit	ancien	3.09E-07	0.03089012
droit	avocat	3.09E-07	0.03089012
droit	canonique	3.09E-07	0.03089012
droit	commercial	3.09E-07	0.03089012
droit	dès	3.09E-07	0.03089012
droit	faire	3.09E-07	0.03089012
droit	industriel	3.09E-07	0.03089012
